id;time_start;time_end;act;prev_act;next_act;contract_start;contract_end;V01;V02;V03;V04;V05;V06;V07;V08;V09;V10;V11
90;2019-09-30;2021-12-31;func_168;func_255;none;2017-09-11;2099-12-31;cat_2;cat_04;cat_231;cat_2;cat_03;cat_4;cat_3;0.16;1;0.33;0.1746275
91;2019-09-30;2020-12-31;func_255;none;func_105;2019-09-16;2022-04-30;cat_4;cat_04;cat_437;cat_2;cat_01;cat_1;cat_3;0.04;1;0.33;0.1437908
91;2021-01-31;2021-12-31;func_105;func_255;none;2019-09-16;2022-04-30;cat_4;cat_04;cat_053;cat_2;cat_01;cat_1;cat_3;0.08;1;0.33;0.1633987
92;2020-01-31;2020-02-29;func_255;none;leave;2020-01-01;2020-02-23;cat_2;cat_19;cat_348;cat_2;cat_01;cat_1;cat_3;0;1;0.33;0.1449412
92;2020-02-29;2020-02-29;leave;func_255;none;2020-01-01;2020-02-23;cat_2;cat_19;cat_348;cat_2;cat_01;cat_1;cat_3;0;1;0.33;0.1449412
93;2020-03-31;2021-12-31;func_105;none;none;2020-03-01;2099-12-31;cat_4;cat_04;cat_203;cat_2;cat_01;cat_4;cat_3;0.04;1;0.33;0.1634301
94;2021-06-30;2021-12-31;func_022;none;none;2021-06-16;2099-12-31;cat_7;cat_04;cat_164;cat_2;cat_01;cat_1;cat_3;0;1;0.58;0.1830065
95;2018-04-30;2018-04-30;func_112;none;leave;2018-04-16;2099-12-31;cat_4;cat_02;cat_141;cat_2;cat_01;cat_4;cat_4;0;1;0.5;0.1633987
95;2018-04-30;2018-04-30;leave;func_112;none;2018-04-16;2099-12-31;cat_4;cat_02;cat_141;cat_2;cat_01;cat_4;cat_4;0;1;0.5;0.1633987
96;2018-01-31;2021-01-31;func_177;none;func_007;2018-01-22;2022-03-20;cat_2;cat_02;cat_139;cat_2;cat_01;cat_4;cat_2;0.12;1;0.33;0.1669307
96;2021-03-31;2021-12-31;func_007;func_177;none;2018-01-22;2022-03-20;cat_2;cat_02;cat_139;cat_2;cat_01;cat_4;cat_2;0.12;1;0.42;0.1797386
97;2017-06-30;2021-09-30;func_163;none;func_095;2017-06-01;2099-12-31;cat_2;cat_04;cat_196;cat_1;cat_01;cat_4;cat_2;0.16;1;0.33;0.1539765
97;2021-10-31;2021-12-31;func_095;func_163;none;2017-06-01;2099-12-31;cat_2;cat_04;cat_196;cat_1;cat_01;cat_4;cat_2;0.16;1;0.58;0.1764706
98;2019-09-30;2020-12-31;func_255;none;func_177;2019-09-16;2099-12-31;cat_2;cat_05;cat_450;cat_2;cat_01;cat_1;cat_3;0.04;1;0.33;0.1437908
98;2021-01-31;2021-12-31;func_177;func_255;none;2019-09-16;2099-12-31;cat_2;cat_05;cat_462;cat_2;cat_01;cat_1;cat_3;0.08;1;0.33;0.1681882
99;2021-05-31;2021-12-31;func_216;none;none;2021-05-01;2099-12-31;cat_2;cat_15;cat_003;cat_2;cat_01;cat_4;cat_2;0;1;0.33;0.1601307
100;2021-09-30;2021-12-31;func_105;none;none;2021-09-01;2099-12-31;cat_4;cat_04;cat_252;cat_1;cat_01;cat_7;cat_3;0;1;0.33;0.1699346
101;2016-08-31;2016-10-31;func_187;none;func_155;2016-08-11;2099-12-31;cat_3;cat_09;cat_199;cat_2;cat_01;cat_4;cat_3;0;1;0.33;0.1470588
101;2016-11-30;2018-02-28;func_155;func_187;func_187;2016-08-11;2099-12-31;cat_3;cat_09;cat_199;cat_2;cat_01;cat_4;cat_3;0.08;1;0.33;0.1514418
101;2018-03-31;2021-12-31;func_187;func_155;none;2016-08-11;2099-12-31;cat_3;cat_09;cat_199;cat_2;cat_01;cat_4;cat_4;0.2;1;0.42;0.1692797
102;2015-10-31;2019-02-28;func_177;none;func_216;2015-10-01;2099-12-31;cat_2;cat_08;cat_360;cat_2;cat_01;cat_4;cat_3;0.16;1;0.33;0.1523876
102;2019-03-31;2021-12-31;func_216;func_177;none;2015-10-01;2099-12-31;cat_2;cat_08;cat_360;cat_2;cat_01;cat_4;cat_2;0.24;1;0.42;0.166117
103;2019-09-30;2021-12-31;func_197;none;none;2019-09-01;2099-12-31;cat_4;cat_05;cat_372;cat_2;cat_01;cat_4;cat_3;0.08;1;0.42;0.1580131
104;2020-07-31;2021-12-31;func_175;none;none;2020-07-01;2099-12-31;cat_8;cat_04;cat_187;cat_1;cat_01;cat_7;cat_3;0.04;1;0.42;0.1854379
105;2016-07-31;2020-02-29;func_177;none;func_216;2016-07-06;2099-12-31;cat_2;cat_08;cat_384;cat_2;cat_01;cat_4;cat_4;0.16;1;0.33;0.1585052
105;2020-03-31;2021-12-31;func_216;func_177;none;2016-07-06;2099-12-31;cat_2;cat_08;cat_360;cat_2;cat_01;cat_4;cat_4;0.2;1;0.42;0.1736373
106;2020-11-30;2021-12-31;func_163;none;none;2020-11-16;2022-08-07;cat_2;cat_04;cat_206;cat_2;cat_01;cat_4;cat_3;0.04;1;0.33;0.1550072
107;2018-09-30;2021-12-31;func_163;none;none;2018-09-01;2099-12-31;cat_2;cat_04;cat_201;cat_1;cat_01;cat_4;cat_3;0.12;1;0.33;0.1534105
108;2020-10-31;2020-12-31;func_225;func_155;leave;2020-12-01;2020-12-31;cat_3;cat_04;cat_141;cat_2;cat_01;cat_4;cat_3;0;1;0.33;0.1372549
108;2020-12-31;2020-12-31;leave;func_225;none;2020-12-01;2020-12-31;cat_3;cat_04;cat_141;cat_2;cat_01;cat_4;cat_3;0;1;0.33;0.1372549
108;2021-03-31;2021-03-31;func_155;none;func_225;2021-03-03;2021-03-31;cat_3;cat_02;cat_141;cat_2;cat_01;cat_4;cat_3;0;0.6;0.33;0.1437908
109;2018-06-30;2020-04-30;func_225;none;func_226;2018-06-01;2099-12-31;cat_7;cat_04;cat_196;cat_2;cat_01;cat_4;cat_2;0.08;1;0.33;0.1534438
109;2020-05-31;2021-11-30;func_226;func_225;leave;2018-06-01;2099-12-31;cat_7;cat_04;cat_196;cat_2;cat_01;cat_4;cat_2;0.12;1;0.42;0.1685804
109;2021-11-30;2021-11-30;leave;func_226;none;2018-06-01;2099-12-31;cat_7;cat_04;cat_196;cat_2;cat_01;cat_4;cat_2;0.12;1;0.42;0.1685804
110;2019-09-30;2020-12-31;func_255;none;func_177;2019-09-16;2022-08-21;cat_2;cat_09;cat_228;cat_2;cat_01;cat_4;cat_3;0.04;1;0.33;0.1437908
110;2021-01-31;2021-12-31;func_177;func_255;none;2019-09-16;2022-08-21;cat_2;cat_09;cat_228;cat_2;cat_01;cat_4;cat_4;0.08;1;0.33;0.1616523
111;2017-09-30;2019-01-31;func_255;none;leave;2018-07-09;2019-01-06;cat_4;cat_04;cat_216;cat_2;cat_01;cat_1;cat_3;0.04;1;0.33;0.1468974
111;2019-01-31;2019-01-31;leave;func_255;none;2018-07-09;2019-01-06;cat_4;cat_04;cat_216;cat_2;cat_01;cat_1;cat_3;0.04;1;0.33;0.1468974
112;2019-09-30;2020-12-31;func_255;none;func_155;2019-09-01;2099-12-31;cat_3;cat_02;cat_092;cat_2;cat_01;cat_1;cat_3;0.04;1;0.33;0.1437908
112;2021-01-31;2021-12-31;func_155;func_255;none;2019-09-01;2099-12-31;cat_3;cat_02;cat_092;cat_2;cat_01;cat_1;cat_3;0.08;1;0.33;0.1601307
113;2021-05-31;2021-12-31;func_155;none;none;2021-05-01;2022-03-20;cat_3;cat_15;cat_004;cat_2;cat_01;cat_1;cat_3;0;1;0.33;0.1732026
114;2020-08-31;2021-07-31;func_177;none;leave;2020-08-14;2021-07-11;cat_2;cat_19;cat_330;cat_2;cat_01;cat_1;cat_3;0.04;1;0.33;0.1814464
114;2021-07-31;2021-07-31;leave;func_177;none;2020-08-14;2021-07-11;cat_2;cat_19;cat_330;cat_2;cat_01;cat_1;cat_3;0.04;1;0.33;0.1814464
115;2021-10-31;2021-12-31;func_255;none;none;2021-10-01;2099-12-31;cat_3;cat_15;cat_005;cat_1;cat_01;cat_1;cat_3;0;1;0.33;0.1535948
116;2019-10-31;2020-10-31;func_229;none;func_163;2019-10-01;2099-12-31;cat_2;cat_04;cat_213;cat_2;cat_01;cat_4;cat_4;0.04;1;0.33;0.1712941
116;2020-11-30;2021-12-31;func_163;func_229;none;2019-10-01;2099-12-31;cat_2;cat_04;cat_213;cat_2;cat_01;cat_4;cat_4;0.08;1;0.33;0.1729216
117;2018-12-31;2021-12-31;func_010;none;none;2018-12-17;2022-02-27;cat_3;cat_02;cat_138;cat_1;cat_01;cat_3;cat_3;0.12;1;0.42;0.1593235
118;2020-07-31;2021-12-31;func_155;none;none;2020-07-16;2099-12-31;cat_3;cat_17;cat_366;cat_2;cat_01;cat_1;cat_4;0.04;1;0.33;0.1566667
119;2015-05-31;2017-02-28;func_177;none;func_216;2015-05-26;2099-12-31;cat_2;cat_02;cat_430;cat_1;cat_01;cat_4;cat_3;0.08;1;0.33;0.1428739
119;2017-03-31;2021-12-31;func_216;func_177;none;2015-05-26;2099-12-31;cat_2;cat_17;cat_430;cat_1;cat_01;cat_4;cat_3;0.24;1;0.42;0.1797386
120;2017-09-30;2019-01-31;func_255;none;leave;2017-09-11;2019-01-04;cat_4;cat_04;cat_406;cat_2;cat_01;cat_4;cat_3;0.08;1;0.33;0.1468974
120;2019-01-31;2019-01-31;leave;func_255;none;2017-09-11;2019-01-04;cat_4;cat_04;cat_406;cat_2;cat_01;cat_4;cat_3;0.08;1;0.33;0.1468974
121;2019-12-31;2021-12-31;func_155;none;none;2019-12-01;2099-12-31;cat_3;cat_02;cat_078;cat_2;cat_01;cat_3;cat_3;0.08;1;0.33;0.1531804
122;2019-09-30;2021-12-31;func_112;none;none;2020-04-01;2099-12-31;cat_2;cat_04;cat_163;cat_2;cat_01;cat_1;cat_3;0.04;1;0.5;0.1699281
123;2020-03-31;2021-05-31;func_105;none;func_228;2020-03-01;2099-12-31;cat_4;cat_04;cat_196;cat_2;cat_01;cat_4;cat_3;0.04;1;0.33;0.1559072
123;2021-06-30;2021-12-31;func_228;func_105;none;2020-03-01;2099-12-31;cat_4;cat_04;cat_196;cat_2;cat_01;cat_4;cat_3;0.04;1;0.42;0.1699346
124;2015-09-30;2016-12-31;func_024;none;func_013;2016-07-01;2016-12-31;cat_4;cat_02;cat_140;cat_2;cat_01;cat_4;cat_3;0;1;0.33;0.1359098
124;2017-01-31;2021-12-31;func_013;func_024;none;2017-01-01;2022-01-31;cat_4;cat_02;cat_134;cat_2;cat_01;cat_4;cat_2;0.16;1;0.33;0.1569902
125;2018-03-31;2021-11-30;func_177;none;leave;2018-03-27;2099-12-31;cat_2;cat_05;cat_406;cat_1;cat_01;cat_1;cat_3;0.12;1;0.33;0.162832
125;2021-11-30;2021-11-30;leave;func_177;none;2018-03-27;2099-12-31;cat_2;cat_05;cat_406;cat_1;cat_01;cat_1;cat_3;0.12;1;0.33;0.162832
126;2019-08-31;2021-12-31;func_163;none;none;2019-08-01;2099-12-31;cat_2;cat_04;cat_149;cat_2;cat_01;cat_4;cat_3;0.08;1;0.33;0.1563529
127;2020-07-31;2021-12-31;func_177;none;none;2020-07-01;2099-12-31;cat_2;cat_04;cat_180;cat_2;cat_01;cat_4;cat_4;0.04;1;0.33;0.3335307
128;2021-06-30;2021-12-31;func_155;none;none;2021-06-01;2099-12-31;cat_3;cat_04;cat_193;cat_1;cat_01;cat_1;cat_3;0;1;0.33;0.1601307
129;2019-09-30;2020-12-31;func_255;none;func_155;2019-09-01;2099-12-31;cat_3;cat_02;cat_133;cat_1;cat_01;cat_1;cat_3;0.04;1;0.33;0.1437908
129;2021-01-31;2021-06-30;func_155;func_255;func_187;2019-09-01;2099-12-31;cat_3;cat_02;cat_134;cat_1;cat_01;cat_1;cat_3;0.08;1;0.33;0.1633987
129;2021-07-31;2021-12-31;func_187;func_155;none;2019-09-01;2099-12-31;cat_3;cat_02;cat_134;cat_1;cat_01;cat_1;cat_3;0.08;1;0.5;0.1705882
130;2016-10-31;2017-03-31;func_177;none;func_105;2016-10-01;2019-08-31;cat_4;cat_04;cat_143;cat_2;cat_01;cat_1;cat_3;0.04;1;0.33;0.1388059
130;2017-04-30;2019-08-31;func_105;func_177;leave;2016-10-01;2019-08-31;cat_4;cat_04;cat_141;cat_2;cat_01;cat_1;cat_3;0.12;1;0.42;0.1687647
130;2019-08-31;2019-08-31;leave;func_105;none;2016-10-01;2019-08-31;cat_4;cat_04;cat_141;cat_2;cat_01;cat_1;cat_3;0.12;1;0.42;0.1687647
131;2019-11-30;2021-12-31;func_225;none;none;2019-11-01;2022-02-28;cat_7;cat_04;cat_199;cat_2;cat_01;cat_3;cat_3;0.08;1;0.33;0.1512902
132;2021-08-31;2021-12-31;func_155;none;none;2021-08-01;2099-12-31;cat_3;cat_02;cat_133;cat_1;cat_01;cat_4;cat_2;0;1;0.33;0.1862745
133;2017-09-30;2020-02-29;func_177;none;func_007;2017-09-11;2099-12-31;cat_2;cat_04;cat_163;cat_2;cat_01;cat_1;cat_3;0.12;1;0.33;0.1693176
133;2020-03-31;2021-12-31;func_007;func_177;none;2017-09-11;2099-12-31;cat_2;cat_04;cat_168;cat_2;cat_01;cat_1;cat_2;0.16;1;0.42;0.1834418
134;2018-10-31;2020-10-31;func_255;none;func_155;2018-10-15;2022-03-23;cat_3;cat_02;cat_090;cat_2;cat_01;cat_4;cat_2;0.08;1;0.33;0.1449412
134;2020-11-30;2021-12-31;func_155;func_255;none;2018-10-15;2022-03-23;cat_3;cat_06;cat_090;cat_2;cat_01;cat_4;cat_2;0.12;1;0.33;0.3268601
135;2021-12-31;2021-12-31;func_216;none;leave;2021-12-01;2099-12-31;cat_2;cat_16;cat_305;cat_2;cat_01;cat_6;cat_4;0;0.8;0.33;0.1764706
135;2021-12-31;2021-12-31;leave;func_216;none;2021-12-01;2099-12-31;cat_2;cat_16;cat_305;cat_2;cat_01;cat_6;cat_4;0;0.8;0.33;0.1764706
136;2019-02-28;2021-12-31;func_155;none;none;2019-02-15;2099-12-31;cat_3;cat_06;cat_122;cat_2;cat_01;cat_4;cat_2;0.08;1;0.33;0.1599895
137;2021-08-31;2021-12-31;func_216;none;none;2021-08-16;2099-12-31;cat_2;cat_26;cat_337;cat_2;cat_01;cat_4;cat_2;0;0.8;0.33;0.1797386
138;2017-09-30;2019-08-31;func_255;none;func_177;2017-09-11;2099-12-31;cat_2;cat_05;cat_417;cat_2;cat_01;cat_4;cat_3;0.08;1;0.33;0.1468974
138;2019-09-30;2021-12-31;func_177;func_255;none;2017-09-11;2099-12-31;cat_2;cat_05;cat_422;cat_2;cat_01;cat_4;cat_4;0.16;1;0.33;0.1706928
139;2021-02-28;2021-12-31;func_216;none;none;2021-02-01;2099-12-31;cat_2;cat_15;cat_047;cat_2;cat_01;cat_4;cat_3;0;1;0.33;0.1699346
140;2019-09-30;2021-12-31;func_177;none;none;2019-09-23;2099-12-31;cat_2;cat_15;cat_008;cat_2;cat_10;cat_7;cat_3;0.08;1;0.33;0.1998359
141;2017-09-30;2019-08-31;func_255;none;func_105;2017-09-11;2020-09-30;cat_4;cat_04;cat_236;cat_1;cat_01;cat_4;cat_4;0.08;1;0.33;0.1468974
141;2019-09-30;2021-02-28;func_105;func_255;func_107;2020-10-01;2021-09-30;cat_2;cat_04;cat_236;cat_1;cat_01;cat_4;cat_4;0.04;1;0.33;0.164951
141;2021-03-31;2021-12-31;func_107;func_105;none;2021-10-01;2099-12-31;cat_4;cat_04;cat_236;cat_1;cat_01;cat_4;cat_2;0;1;0.42;0.1764706
142;2020-03-31;2021-12-31;func_105;none;none;2020-03-01;2099-12-31;cat_4;cat_04;cat_224;cat_1;cat_01;cat_1;cat_4;0.04;1;0.33;0.1633987
143;2019-03-31;2019-11-30;func_163;none;func_177;2019-03-01;2099-12-31;cat_2;cat_04;cat_163;cat_2;cat_01;cat_4;cat_3;0;1;0.33;0.1503268
143;2019-12-31;2021-12-31;func_177;func_163;none;2019-03-01;2099-12-31;cat_2;cat_04;cat_165;cat_2;cat_01;cat_4;cat_3;0.08;1;0.33;0.1667654
144;2016-10-31;2020-02-29;func_177;none;func_216;2017-03-01;2099-12-31;cat_2;cat_10;cat_160;cat_2;cat_01;cat_1;cat_4;0.12;1;0.33;0.1641634
144;2020-03-31;2021-12-31;func_216;func_177;none;2017-03-01;2099-12-31;cat_2;cat_10;cat_160;cat_2;cat_01;cat_1;cat_4;0.16;1;0.42;0.1767712
145;2017-01-31;2020-02-29;func_177;none;func_216;2017-01-23;2099-12-31;cat_2;cat_08;cat_404;cat_2;cat_01;cat_1;cat_4;0.12;1;0.33;0.1613144
145;2020-03-31;2021-12-31;func_216;func_177;none;2017-01-23;2099-12-31;cat_2;cat_08;cat_404;cat_2;cat_01;cat_1;cat_4;0.16;1;0.42;0.1770092
146;2021-11-30;2021-12-31;func_155;none;none;2021-11-16;2099-12-31;cat_3;cat_06;cat_318;cat_2;cat_01;cat_4;cat_3;0;1;0.33;0.1666667
147;2017-09-30;2019-07-31;func_255;none;leave;2017-09-11;2019-07-15;cat_4;cat_04;cat_406;cat_2;cat_01;cat_1;cat_3;0.08;1;0.33;0.1468974
147;2019-07-31;2019-07-31;leave;func_255;none;2017-09-11;2019-07-15;cat_4;cat_04;cat_406;cat_2;cat_01;cat_1;cat_3;0.08;1;0.33;0.1468974
148;2020-03-31;2021-11-30;func_112;none;leave;2020-03-01;2099-12-31;cat_4;cat_02;cat_134;cat_2;cat_01;cat_1;cat_4;0.04;1;0.5;0.2124111
148;2021-11-30;2021-11-30;leave;func_112;none;2020-03-01;2099-12-31;cat_4;cat_02;cat_134;cat_2;cat_01;cat_1;cat_4;0.04;1;0.5;0.2124111
149;2018-12-31;2021-06-30;func_177;none;leave;2019-10-21;2021-06-13;cat_2;cat_04;cat_436;cat_2;cat_01;cat_1;cat_3;0.08;1;0.33;0.1754935
149;2021-06-30;2021-06-30;leave;func_177;none;2019-10-21;2021-06-13;cat_2;cat_04;cat_436;cat_2;cat_01;cat_1;cat_3;0.08;1;0.33;0.1754935
150;2019-08-31;2021-12-31;func_112;none;none;2020-04-01;2099-12-31;cat_2;cat_04;cat_202;cat_2;cat_01;cat_1;cat_3;0.04;1;0.5;0.1821052
151;2016-10-31;2017-03-31;func_177;none;func_105;2016-10-01;2099-12-31;cat_4;cat_04;cat_169;cat_2;cat_01;cat_4;cat_3;0.04;1;0.33;0.1388059
151;2017-04-30;2018-02-28;func_105;func_177;func_107;2016-10-01;2099-12-31;cat_4;cat_04;cat_041;cat_2;cat_01;cat_4;cat_3;0.08;1;0.33;0.1530778
151;2018-03-31;2021-12-31;func_107;func_105;none;2016-10-01;2099-12-31;cat_4;cat_04;cat_041;cat_2;cat_01;cat_4;cat_3;0.2;1;0.42;0.189532
152;2016-05-31;2016-10-31;func_039;none;func_155;2016-05-09;2016-12-31;cat_3;cat_02;cat_423;cat_2;cat_01;cat_4;cat_3;0;1;0.33;0.1345098
152;2016-11-30;2016-12-31;func_155;func_039;leave;2016-05-09;2016-12-31;cat_3;cat_02;cat_423;cat_2;cat_01;cat_4;cat_3;0;1;0.33;0.1345098
152;2016-12-31;2016-12-31;leave;func_155;none;2016-05-09;2016-12-31;cat_3;cat_02;cat_423;cat_2;cat_01;cat_4;cat_3;0;1;0.33;0.1345098
153;2017-03-31;2021-12-31;func_177;none;none;2017-03-27;2022-04-17;cat_2;cat_11;cat_149;cat_2;cat_01;cat_4;cat_4;0.16;0.8;0.33;0.1732033
154;2018-04-30;2021-12-31;func_177;none;none;2018-03-19;2099-12-31;cat_2;cat_15;cat_049;cat_2;cat_01;cat_4;cat_4;0.12;1;0.33;0.1634869
155;2018-02-28;2018-04-30;func_177;none;func_229;2018-02-26;2099-12-31;cat_2;cat_04;cat_095;cat_2;cat_01;cat_4;cat_3;0;1;0.33;0.1405229
155;2018-05-31;2020-11-30;func_229;func_177;func_228;2018-02-26;2099-12-31;cat_2;cat_04;cat_095;cat_2;cat_01;cat_4;cat_3;0.08;1;0.33;0.1699346
155;2021-03-31;2021-11-30;func_228;func_229;leave;2018-02-26;2099-12-31;cat_2;cat_04;cat_095;cat_2;cat_01;cat_4;cat_3;0.12;1;0.42;0.1813725
155;2021-11-30;2021-11-30;leave;func_228;none;2018-02-26;2099-12-31;cat_2;cat_04;cat_095;cat_2;cat_01;cat_4;cat_3;0.12;1;0.42;0.1813725
156;2021-08-31;2021-10-31;func_175;none;func_151;2021-08-09;2099-12-31;cat_3;cat_02;cat_078;cat_2;cat_01;cat_7;cat_3;0;1;0.33;0.1699346
156;2021-11-30;2021-12-31;func_151;func_175;none;2021-08-09;2099-12-31;cat_3;cat_02;cat_078;cat_2;cat_01;cat_7;cat_3;0;1;0.33;0.1699346
157;2018-10-31;2019-02-28;func_216;none;func_177;2018-10-01;2021-12-31;cat_2;cat_23;cat_049;cat_2;cat_01;cat_1;cat_3;0.04;1;0.33;0.1736052
157;2019-03-31;2021-02-28;func_177;func_216;func_007;2018-10-01;2021-12-31;cat_2;cat_23;cat_049;cat_2;cat_01;cat_1;cat_3;0.12;1;0.33;0.1923327
157;2021-03-31;2021-12-31;func_007;func_177;none;2018-10-01;2021-12-31;cat_2;cat_23;cat_049;cat_2;cat_01;cat_1;cat_3;0.12;1;0.42;0.2009804
158;2019-10-31;2020-12-31;func_010;none;func_155;2019-10-17;2099-12-31;cat_3;cat_02;cat_080;cat_1;cat_01;cat_1;cat_3;0.04;1;0.42;0.1515294
158;2021-01-31;2021-12-31;func_155;func_010;none;2019-10-17;2099-12-31;cat_3;cat_02;cat_080;cat_1;cat_01;cat_1;cat_3;0.08;1;0.42;0.1568627
159;2020-09-30;2021-12-31;func_085;none;none;2020-09-01;2099-12-31;cat_2;cat_04;cat_141;cat_2;cat_01;cat_1;cat_4;0.04;1;0.67;0.2408288
160;2017-09-30;2019-08-31;func_255;none;func_105;2017-09-11;2099-12-31;cat_4;cat_04;cat_038;cat_2;cat_01;cat_1;cat_3;0.08;1;0.33;0.1468974
160;2019-09-30;2021-02-28;func_105;func_255;func_107;2017-09-11;2099-12-31;cat_4;cat_04;cat_038;cat_2;cat_01;cat_1;cat_2;0.16;1;0.33;0.1750837
160;2021-03-31;2021-12-31;func_107;func_105;none;2017-09-11;2099-12-31;cat_4;cat_04;cat_038;cat_2;cat_01;cat_1;cat_2;0.16;1;0.42;0.1809039
161;2021-05-31;2021-12-31;func_216;none;none;2021-05-17;2099-12-31;cat_2;cat_16;cat_311;cat_2;cat_01;cat_3;cat_2;0;0.8;0.33;0.1862745
162;2019-06-30;2021-12-31;func_112;none;none;2019-06-01;2099-12-31;cat_4;cat_04;cat_191;cat_2;cat_01;cat_4;cat_3;0.08;1;0.5;0.1649386
163;2019-09-30;2021-04-30;func_105;none;func_228;2019-09-16;2099-12-31;cat_4;cat_04;cat_208;cat_2;cat_01;cat_4;cat_2;0.08;1;0.33;0.1734366
163;2021-05-31;2021-12-31;func_228;func_105;none;2019-09-16;2099-12-31;cat_4;cat_04;cat_208;cat_2;cat_01;cat_4;cat_2;0.08;1;0.42;0.1797386
164;2018-07-31;2021-12-31;func_163;none;none;2021-08-16;2099-12-31;cat_2;cat_04;cat_234;cat_2;cat_01;cat_1;cat_3;0;1;0.33;0.1568627
165;2019-02-28;2021-02-28;func_155;none;func_187;2019-04-01;2022-03-31;cat_8;cat_23;cat_445;cat_2;cat_01;cat_4;cat_3;0.08;1;0.33;0.202019
165;2021-03-31;2021-12-31;func_187;func_155;none;2019-04-01;2022-03-31;cat_8;cat_23;cat_445;cat_2;cat_01;cat_4;cat_3;0.08;1;0.42;0.2064634
166;2019-09-30;2021-12-31;func_105;none;none;2019-09-16;2099-12-31;cat_4;cat_04;cat_119;cat_2;cat_01;cat_4;cat_3;0.08;1;0.33;0.1734366
167;2017-06-30;2019-12-31;func_177;func_177;func_112;2017-06-19;2020-01-22;cat_2;cat_09;cat_117;cat_2;cat_01;cat_1;cat_3;0.08;1;0.33;0.1566791
167;2020-01-31;2020-01-31;func_112;none;func_177;2020-01-23;2099-12-31;cat_4;cat_04;cat_117;cat_2;cat_01;cat_1;cat_3;0;1;0.5;0.168
167;2020-01-31;2020-01-31;func_177;func_112;func_177;2017-06-19;2020-01-22;cat_2;cat_09;cat_117;cat_2;cat_01;cat_1;cat_3;0.12;1;0.33;0.157932
167;2020-02-29;2021-12-31;func_112;func_177;none;2020-01-23;2099-12-31;cat_4;cat_04;cat_117;cat_2;cat_01;cat_1;cat_3;0.04;1;0.5;0.1736046
168;2018-09-30;2020-08-31;func_255;none;func_229;2018-09-17;2099-12-31;cat_4;cat_04;cat_164;cat_2;cat_01;cat_1;cat_3;0.08;1;0.33;0.1449412
168;2020-09-30;2020-11-30;func_229;func_255;func_228;2018-09-17;2099-12-31;cat_4;cat_04;cat_164;cat_2;cat_01;cat_1;cat_3;0.08;1;0.33;0.1601307
168;2021-04-30;2021-12-31;func_228;func_229;none;2018-09-17;2099-12-31;cat_4;cat_04;cat_164;cat_2;cat_01;cat_1;cat_2;0.12;1;0.42;0.1699346
169;2017-04-30;2020-02-29;func_177;none;func_216;2017-04-17;2022-07-11;cat_2;cat_02;cat_140;cat_2;cat_01;cat_4;cat_3;0.12;1;0.33;0.157932
169;2020-03-31;2021-12-31;func_216;func_177;none;2017-04-17;2022-07-11;cat_2;cat_10;cat_140;cat_2;cat_01;cat_4;cat_3;0.16;1;0.42;0.1717686
170;2012-06-30;2021-04-30;func_177;none;leave;2020-11-01;2021-04-18;cat_2;cat_15;cat_049;cat_2;cat_01;cat_4;cat_3;0.04;1;0.33;0.1847451
170;2021-04-30;2021-04-30;leave;func_177;none;2020-11-01;2021-04-18;cat_2;cat_15;cat_049;cat_2;cat_01;cat_4;cat_3;0.04;1;0.33;0.1847451
171;2019-11-30;2021-12-31;func_177;none;none;2019-11-18;2099-12-31;cat_2;cat_09;cat_249;cat_2;cat_01;cat_4;cat_2;0.08;1;0.33;0.1714614
172;2021-10-31;2021-12-31;func_216;none;none;2021-10-01;2099-12-31;cat_2;cat_02;cat_079;cat_2;cat_03;cat_4;cat_3;0;1;0.33;0.1797386
173;2021-02-28;2021-12-31;func_216;none;none;2021-02-01;2099-12-31;cat_2;cat_08;cat_395;cat_2;cat_01;cat_1;cat_2;0;1;0.33;0.1830065
174;2021-10-31;2021-12-31;func_105;none;none;2021-10-01;2099-12-31;cat_4;cat_04;cat_078;cat_2;cat_01;cat_7;cat_3;0;1;0.33;0.1784314
175;2018-08-31;2019-10-31;func_216;none;func_177;2018-08-01;2099-12-31;cat_2;cat_08;cat_388;cat_2;cat_01;cat_4;cat_4;0.04;1;0.33;0.160251
175;2019-11-30;2021-11-30;func_177;func_216;leave;2018-08-01;2099-12-31;cat_2;cat_08;cat_388;cat_2;cat_01;cat_4;cat_4;0.12;1;0.33;0.1669216
175;2021-11-30;2021-11-30;leave;func_177;none;2018-08-01;2099-12-31;cat_2;cat_08;cat_388;cat_2;cat_01;cat_4;cat_4;0.12;1;0.33;0.1669216
176;2019-04-30;2021-12-31;func_148;none;none;2019-04-16;2099-12-31;cat_7;cat_04;cat_183;cat_2;cat_01;cat_1;cat_4;0.08;1;0.5;0.1789353
177;2015-09-30;2016-06-30;func_041;none;func_168;2015-09-01;2016-06-19;cat_4;cat_04;cat_168;cat_1;cat_01;cat_4;cat_3;0.04;1;0.58;0.158002
177;2016-06-30;2017-11-30;func_168;func_041;leave;2016-06-20;2017-11-19;cat_2;cat_11;cat_370;cat_1;cat_01;cat_4;cat_3;0.04;1;0.33;0.1712556
177;2017-11-30;2017-11-30;leave;func_168;none;2016-06-20;2017-11-19;cat_2;cat_11;cat_370;cat_1;cat_01;cat_4;cat_3;0.04;1;0.33;0.1712556
