id;time_start;time_end;act;prev_act;next_act;contract_start;contract_end;V01;V02;V03;V04;V05;V06;V07;V08;V09;V10;V11
778;2012-01-31;2013-02-28;func_115;before_data_capture;func_196;2006-04-01;2014-01-31;cat_5;cat_02;cat_135;cat_2;cat_01;cat_4;cat_3;0.28;1;0.58;0.2069634
778;2013-03-31;2014-01-31;func_196;func_115;func_181;2006-04-01;2014-01-31;cat_5;cat_02;cat_135;cat_2;cat_01;cat_4;cat_3;0.32;1;0.58;0.2220248
778;2014-02-28;2021-12-31;func_181;func_196;none;2014-02-01;2099-12-31;cat_3;cat_02;cat_135;cat_2;cat_01;cat_4;cat_3;0.28;1;0.67;0.290134
779;2001-01-09;2012-01-31;before_data_capture;none;func_189;2002-08-30;2099-12-31;cat_2;cat_04;cat_163;cat_2;cat_01;cat_3;cat_4;0.76;0.8;0.42;0.2168908
779;2012-01-31;2021-12-31;func_189;before_data_capture;none;2002-08-30;2099-12-31;cat_2;cat_04;cat_163;cat_2;cat_01;cat_3;cat_4;0.76;0.8;0.42;0.2168908
780;2001-01-16;2012-01-31;before_data_capture;none;func_177;2002-01-14;2013-05-15;cat_2;cat_08;cat_395;cat_2;cat_01;cat_7;cat_4;0.44;0.8;0.33;0.163015
780;2012-01-31;2013-05-31;func_177;before_data_capture;leave;2002-01-14;2013-05-15;cat_2;cat_08;cat_395;cat_2;cat_01;cat_7;cat_4;0.44;0.8;0.33;0.163015
780;2013-05-31;2013-05-31;leave;func_177;none;2002-01-14;2013-05-15;cat_2;cat_08;cat_395;cat_2;cat_01;cat_7;cat_4;0.44;0.8;0.33;0.163015
781;2001-01-17;2012-01-31;before_data_capture;none;func_012;2012-01-01;2017-12-31;cat_7;cat_04;cat_242;cat_1;cat_01;cat_1;cat_3;0;1;0.67;0.2087706
781;2012-01-31;2012-11-30;func_012;before_data_capture;func_196;2012-01-01;2017-12-31;cat_7;cat_04;cat_242;cat_1;cat_01;cat_1;cat_3;0;1;0.67;0.2087706
781;2012-12-31;2017-12-31;func_196;func_012;func_012;2012-01-01;2017-12-31;cat_7;cat_04;cat_242;cat_1;cat_01;cat_1;cat_3;0.2;1;0.67;0.248366
781;2018-01-31;2020-12-31;func_012;func_196;func_209;2018-01-01;2099-12-31;cat_2;cat_04;cat_242;cat_1;cat_01;cat_1;cat_3;0.08;1;0.67;0.2807229
781;2021-01-31;2021-12-31;func_209;func_012;none;2018-01-01;2099-12-31;cat_2;cat_04;cat_242;cat_1;cat_01;cat_1;cat_3;0.12;1;0.67;0.2865072
782;2021-09-30;2021-12-31;func_216;none;none;2021-09-01;2022-04-17;cat_2;cat_19;cat_349;cat_1;cat_01;cat_4;cat_2;0;1;0.33;0.2460784
783;2018-09-30;2021-11-30;func_184;none;leave;2018-09-01;2099-12-31;cat_7;cat_04;cat_166;cat_1;cat_01;cat_1;cat_2;0.12;1;0.67;0.3750105
783;2021-11-30;2021-11-30;leave;func_184;none;2018-09-01;2099-12-31;cat_7;cat_04;cat_166;cat_1;cat_01;cat_1;cat_2;0.12;1;0.67;0.3750105
784;2015-05-31;2015-09-30;func_039;none;func_187;2015-05-04;2099-12-31;cat_3;cat_07;cat_253;cat_2;cat_01;cat_3;cat_2;0;1;0.33;0.1727444
784;2015-10-31;2021-12-31;func_187;func_039;none;2015-05-04;2099-12-31;cat_3;cat_09;cat_253;cat_2;cat_01;cat_3;cat_2;0.24;0.8;0.42;0.207832
785;2015-04-30;2021-10-31;func_039;none;func_151;2015-03-12;2099-12-31;cat_3;cat_02;cat_127;cat_2;cat_01;cat_3;cat_5;0.24;1;0.33;0.195232
785;2021-11-30;2021-12-31;func_151;func_039;none;2015-03-12;2099-12-31;cat_3;cat_02;cat_127;cat_2;cat_01;cat_3;cat_5;0.24;1;0.33;0.195232
786;2001-01-24;2012-01-31;before_data_capture;none;func_056;2012-01-01;2014-12-31;cat_7;cat_04;cat_163;cat_1;cat_01;cat_2;cat_3;0.08;1;0.5;0.1903712
786;2012-01-31;2014-12-31;func_056;before_data_capture;leave;2012-01-01;2014-12-31;cat_7;cat_04;cat_163;cat_1;cat_01;cat_2;cat_3;0.08;1;0.5;0.1903712
786;2014-12-31;2014-12-31;leave;func_056;none;2012-01-01;2014-12-31;cat_7;cat_04;cat_163;cat_1;cat_01;cat_2;cat_3;0.08;1;0.5;0.1903712
787;2016-01-31;2021-12-31;func_210;none;none;2016-01-01;2099-12-31;cat_4;cat_15;cat_017;cat_1;cat_01;cat_1;cat_2;0.2;1;0.67;0.3025967
788;2001-02-05;2012-01-31;before_data_capture;none;func_113;2002-11-04;2099-12-31;cat_2;cat_03;cat_357;cat_1;cat_01;cat_1;cat_3;0.76;1;0.58;0.3130523
788;2012-01-31;2021-12-31;func_113;before_data_capture;none;2002-11-04;2099-12-31;cat_2;cat_03;cat_357;cat_1;cat_01;cat_1;cat_3;0.76;1;0.58;0.3130523
789;2001-02-12;2012-01-31;before_data_capture;none;func_177;2010-05-03;2017-08-31;cat_2;cat_09;cat_226;cat_2;cat_01;cat_7;cat_2;0.24;0.8;0.33;0.1493294
789;2012-01-31;2016-02-29;func_177;before_data_capture;func_216;2010-05-03;2017-08-31;cat_2;cat_09;cat_226;cat_2;cat_01;cat_7;cat_2;0.24;0.8;0.33;0.1493294
789;2016-03-31;2017-08-31;func_216;func_177;func_105;2010-05-03;2017-08-31;cat_2;cat_09;cat_226;cat_2;cat_01;cat_7;cat_2;0.28;0.8;0.42;0.179085
789;2017-09-30;2020-06-30;func_105;func_216;func_107;2017-09-01;2099-12-31;cat_4;cat_09;cat_226;cat_2;cat_01;cat_7;cat_2;0.12;0.8;0.42;0.2134595
789;2020-07-31;2021-02-28;func_107;func_105;func_106;2017-09-01;2099-12-31;cat_4;cat_09;cat_226;cat_2;cat_01;cat_7;cat_2;0.16;0.8;0.42;0.2154869
789;2021-03-31;2021-12-31;func_106;func_107;none;2017-09-01;2099-12-31;cat_4;cat_09;cat_226;cat_2;cat_01;cat_7;cat_2;0.16;0.8;0.5;0.2226503
790;2001-02-16;2012-01-31;before_data_capture;none;func_002;2012-01-01;2099-12-31;cat_7;cat_20;cat_398;cat_1;cat_01;cat_1;cat_2;0.36;1;0.58;0.2527052
790;2012-01-31;2021-12-31;func_002;before_data_capture;none;2012-01-01;2099-12-31;cat_7;cat_20;cat_398;cat_1;cat_01;cat_1;cat_2;0.36;1;0.58;0.2527052
791;2001-03-01;2012-01-31;before_data_capture;none;func_166;2009-05-01;2099-12-31;cat_3;cat_18;cat_281;cat_2;cat_05;cat_1;cat_2;0.12;0.8;0.33;0.1566876
791;2012-01-31;2012-02-29;func_166;before_data_capture;func_089;2009-05-01;2099-12-31;cat_3;cat_18;cat_281;cat_2;cat_05;cat_1;cat_2;0.12;0.8;0.33;0.1566876
791;2012-03-31;2013-05-31;func_089;func_166;func_039;2009-05-01;2099-12-31;cat_3;cat_18;cat_281;cat_2;cat_05;cat_1;cat_2;0.16;0.8;0.42;0.172985
791;2013-06-30;2016-10-31;func_039;func_089;func_187;2009-05-01;2099-12-31;cat_3;cat_18;cat_281;cat_2;cat_05;cat_1;cat_2;0.28;0.8;0.42;0.1939575
791;2016-11-30;2018-02-28;func_187;func_039;func_089;2009-05-01;2099-12-31;cat_3;cat_18;cat_281;cat_2;cat_05;cat_1;cat_2;0.36;0.8;0.42;0.2061307
791;2018-03-31;2019-03-31;func_089;func_187;func_239;2009-05-01;2099-12-31;cat_3;cat_18;cat_281;cat_2;cat_05;cat_1;cat_2;0.4;0.8;0.5;0.2193941
791;2019-04-30;2021-12-31;func_239;func_089;none;2009-05-01;2099-12-31;cat_3;cat_18;cat_281;cat_2;cat_05;cat_1;cat_2;0.48;1;0.67;0.248366
792;2001-03-01;2012-01-31;before_data_capture;none;func_134;2001-01-01;2015-12-31;cat_3;cat_02;cat_420;cat_2;cat_01;cat_4;cat_3;0.52;1;0.75;0.2588144
792;2012-01-31;2014-12-31;func_134;before_data_capture;func_063;2001-01-01;2015-12-31;cat_3;cat_02;cat_420;cat_2;cat_01;cat_4;cat_3;0.52;1;0.75;0.2588144
792;2015-01-31;2015-10-31;func_063;func_134;func_074;2001-01-01;2015-12-31;cat_3;cat_02;cat_420;cat_2;cat_01;cat_4;cat_4;0.56;1;0.83;0.3006536
792;2015-11-30;2021-12-31;func_074;func_063;none;2019-01-01;2099-12-31;cat_3;cat_02;cat_420;cat_2;cat_01;cat_4;cat_4;0.08;1;0.83;0.4113993
793;2018-10-31;2021-11-30;func_086;none;leave;2018-10-15;2099-12-31;cat_7;cat_04;cat_228;cat_1;cat_01;cat_1;cat_2;0.12;1;0.83;0.5495379
793;2021-11-30;2021-11-30;leave;func_086;none;2018-10-15;2099-12-31;cat_7;cat_04;cat_228;cat_1;cat_01;cat_1;cat_2;0.12;1;0.83;0.5495379
794;2001-03-01;2012-01-31;before_data_capture;none;func_216;2002-03-13;2099-12-31;cat_2;cat_10;cat_421;cat_2;cat_01;cat_4;cat_3;0.64;1;0.42;0.2063046
794;2012-01-31;2018-02-28;func_216;before_data_capture;func_177;2002-03-13;2099-12-31;cat_2;cat_10;cat_421;cat_2;cat_01;cat_4;cat_3;0.64;1;0.42;0.2063046
794;2018-03-31;2019-02-28;func_177;func_216;func_216;2002-03-13;2099-12-31;cat_2;cat_10;cat_421;cat_2;cat_01;cat_4;cat_3;0.68;1;0.33;0.2140176
794;2019-03-31;2021-12-31;func_216;func_177;none;2002-03-13;2099-12-31;cat_2;cat_17;cat_421;cat_2;cat_01;cat_4;cat_3;0.76;1;0.42;0.2331542
795;2001-03-16;2012-01-31;before_data_capture;none;func_163;2011-01-01;2016-12-31;cat_2;cat_04;cat_097;cat_1;cat_01;cat_4;cat_4;0.2;1;0.33;0.2137523
795;2012-01-31;2016-12-31;func_163;before_data_capture;leave;2011-01-01;2016-12-31;cat_2;cat_04;cat_097;cat_1;cat_01;cat_4;cat_4;0.2;1;0.33;0.2137523
795;2016-12-31;2016-12-31;leave;func_163;none;2011-01-01;2016-12-31;cat_2;cat_04;cat_097;cat_1;cat_01;cat_4;cat_4;0.2;1;0.33;0.2137523
796;2020-01-31;2021-12-31;func_210;none;none;2020-01-01;2099-12-31;cat_4;cat_16;cat_316;cat_2;cat_01;cat_1;cat_3;0.04;0.9;0.67;0.2352941
797;2001-04-16;2012-01-31;before_data_capture;none;func_158;2010-01-01;2018-08-31;cat_3;cat_02;cat_083;cat_2;cat_01;cat_2;cat_2;0.2;1;0.42;0.1624667
797;2012-01-31;2015-08-31;func_158;before_data_capture;func_040;2010-01-01;2018-08-31;cat_3;cat_02;cat_083;cat_2;cat_01;cat_2;cat_2;0.2;1;0.42;0.1624667
797;2015-09-30;2018-08-31;func_040;func_158;leave;2010-01-01;2018-08-31;cat_3;cat_02;cat_083;cat_2;cat_01;cat_2;cat_2;0.32;1;0.42;0.171219
797;2018-08-31;2018-08-31;leave;func_040;none;2010-01-01;2018-08-31;cat_3;cat_02;cat_083;cat_2;cat_01;cat_2;cat_2;0.32;1;0.42;0.171219
798;2013-10-31;2016-01-31;func_077;none;leave;2013-10-01;2016-01-31;cat_7;cat_04;cat_212;cat_2;cat_01;cat_1;cat_3;0.12;1;0.83;0.5372974
798;2016-01-31;2016-01-31;leave;func_077;none;2013-10-01;2016-01-31;cat_7;cat_04;cat_212;cat_2;cat_01;cat_1;cat_3;0.12;1;0.83;0.5372974
799;2001-04-23;2012-01-31;before_data_capture;none;func_166;2008-04-11;2099-12-31;cat_3;cat_01;cat_018;cat_2;cat_05;cat_1;cat_3;0.16;1;0.33;0.1851144
799;2012-01-31;2012-02-29;func_166;before_data_capture;func_089;2008-04-11;2099-12-31;cat_3;cat_01;cat_018;cat_2;cat_05;cat_1;cat_3;0.16;1;0.33;0.1851144
799;2012-03-31;2013-05-31;func_089;func_166;func_039;2008-04-11;2099-12-31;cat_3;cat_01;cat_018;cat_2;cat_05;cat_1;cat_3;0.2;1;0.42;0.2004529
799;2013-06-30;2016-10-31;func_039;func_089;func_187;2008-04-11;2099-12-31;cat_3;cat_01;cat_018;cat_2;cat_05;cat_1;cat_3;0.32;0.8;0.42;0.2196863
799;2016-11-30;2019-02-28;func_187;func_039;func_089;2008-04-11;2099-12-31;cat_3;cat_01;cat_018;cat_2;cat_05;cat_1;cat_3;0.44;0.8;0.42;0.2400686
799;2019-03-31;2021-12-31;func_089;func_187;none;2008-04-11;2099-12-31;cat_3;cat_01;cat_018;cat_2;cat_05;cat_1;cat_3;0.52;0.8;0.5;0.2594549
800;2001-05-01;2012-01-31;before_data_capture;none;func_096;2011-01-01;2099-12-31;cat_2;cat_05;cat_388;cat_2;cat_01;cat_4;cat_3;0.24;1;0.58;0.2759928
800;2012-01-31;2017-05-31;func_096;before_data_capture;func_216;2011-01-01;2099-12-31;cat_2;cat_05;cat_388;cat_2;cat_01;cat_4;cat_3;0.24;1;0.58;0.2759928
800;2017-06-30;2021-12-31;func_216;func_096;none;2011-01-01;2099-12-31;cat_2;cat_05;cat_388;cat_2;cat_01;cat_4;cat_2;0.4;0.8;0.42;0.2879536
801;2016-11-30;2018-02-28;func_177;none;func_216;2016-11-28;2099-12-31;cat_2;cat_08;cat_403;cat_2;cat_01;cat_4;cat_2;0.08;1;0.33;0.2086536
801;2018-03-31;2021-12-31;func_216;func_177;none;2016-11-28;2099-12-31;cat_2;cat_08;cat_403;cat_2;cat_01;cat_4;cat_5;0.2;1;0.42;0.235134
802;2001-05-01;2012-01-31;before_data_capture;none;func_119;2008-05-19;2099-12-31;cat_4;cat_04;cat_254;cat_2;cat_01;cat_2;cat_2;0.32;0.8;0.33;0.162751
802;2012-01-31;2016-08-31;func_119;before_data_capture;func_024;2008-05-19;2099-12-31;cat_4;cat_04;cat_254;cat_2;cat_01;cat_2;cat_2;0.32;0.8;0.33;0.162751
802;2016-09-30;2021-12-31;func_024;func_119;none;2008-05-19;2099-12-31;cat_4;cat_04;cat_254;cat_2;cat_01;cat_2;cat_2;0.52;0.8;0.33;0.1790536
803;2021-12-31;2021-12-31;func_114;none;leave;2021-12-01;2099-12-31;cat_2;cat_10;cat_154;cat_1;cat_01;cat_4;cat_2;0;1;0.75;0.3464052
803;2021-12-31;2021-12-31;leave;func_114;none;2021-12-01;2099-12-31;cat_2;cat_10;cat_154;cat_1;cat_01;cat_4;cat_2;0;1;0.75;0.3464052
804;2001-07-01;2012-01-31;before_data_capture;none;func_177;2011-02-01;2099-12-31;cat_2;cat_02;cat_133;cat_2;cat_01;cat_4;cat_3;0.16;1;0.33;0.1647275
804;2012-01-31;2015-02-28;func_177;before_data_capture;func_216;2011-02-01;2099-12-31;cat_2;cat_02;cat_133;cat_2;cat_01;cat_4;cat_3;0.16;1;0.33;0.1647275
804;2015-03-31;2021-12-31;func_216;func_177;none;2011-02-01;2099-12-31;cat_2;cat_10;cat_133;cat_2;cat_01;cat_4;cat_3;0.4;1;0.42;0.2144654
805;2012-01-31;2014-04-30;func_105;before_data_capture;func_104;2013-01-01;2016-12-31;cat_4;cat_04;cat_169;cat_2;cat_01;cat_4;cat_5;0.04;1;0.42;0.1870824
805;2001-07-01;2012-01-31;before_data_capture;none;func_105;2013-01-01;2016-12-31;cat_4;cat_04;cat_169;cat_2;cat_01;cat_4;cat_5;0.04;1;0.42;0.1870824
805;2014-05-31;2016-12-31;func_104;func_105;func_046;2013-01-01;2016-12-31;cat_4;cat_04;cat_169;cat_2;cat_01;cat_4;cat_5;0.12;1;0.67;0.2156863
805;2017-01-31;2017-06-30;func_046;func_104;func_025;2017-01-01;2017-06-30;cat_7;cat_04;cat_169;cat_2;cat_01;cat_4;cat_5;0;1;0.67;0.2251033
805;2017-07-31;2018-12-31;func_025;func_046;func_241;2017-07-01;2099-12-31;cat_4;cat_04;cat_169;cat_2;cat_01;cat_4;cat_5;0.04;1;0.67;0.2351824
805;2019-01-31;2021-12-31;func_241;func_025;none;2017-07-01;2099-12-31;cat_4;cat_04;cat_169;cat_2;cat_01;cat_4;cat_5;0.16;1;0.67;0.2859379
806;2020-01-31;2021-12-31;func_174;none;none;2020-01-01;2099-12-31;cat_2;cat_06;cat_121;cat_2;cat_01;cat_4;cat_2;0.04;1;0.33;0.2268007
807;2001-07-03;2012-01-31;before_data_capture;none;func_177;2010-09-07;2012-12-31;cat_2;cat_04;cat_171;cat_2;cat_01;cat_4;cat_2;0.08;1;0.33;0.1592719
807;2012-01-31;2012-12-31;func_177;before_data_capture;leave;2010-09-07;2012-12-31;cat_2;cat_04;cat_171;cat_2;cat_01;cat_4;cat_2;0.08;1;0.33;0.1592719
807;2012-12-31;2012-12-31;leave;func_177;none;2010-09-07;2012-12-31;cat_2;cat_04;cat_171;cat_2;cat_01;cat_4;cat_2;0.08;1;0.33;0.1592719
808;2021-07-31;2021-12-31;func_070;none;none;2021-07-01;2099-12-31;cat_7;cat_04;cat_063;cat_1;cat_01;cat_1;cat_4;0;1;0.83;0.4640523
809;2001-08-01;2012-01-31;before_data_capture;none;func_056;2012-01-01;2099-12-31;cat_7;cat_04;cat_189;cat_1;cat_01;cat_1;cat_2;0.08;1;0.5;0.2392889
809;2012-01-31;2014-04-30;func_056;before_data_capture;func_247;2012-01-01;2099-12-31;cat_7;cat_04;cat_189;cat_1;cat_01;cat_1;cat_2;0.08;1;0.5;0.2392889
809;2014-05-31;2021-12-31;func_247;func_056;none;2012-01-01;2099-12-31;cat_7;cat_04;cat_189;cat_1;cat_01;cat_1;cat_2;0.36;1;0.58;0.3037693
810;2001-08-01;2012-01-31;before_data_capture;none;func_177;2010-09-16;2099-12-31;cat_2;cat_04;cat_167;cat_2;cat_01;cat_4;cat_3;0.08;1;0.33;0.1799464
810;2012-01-31;2012-04-30;func_177;before_data_capture;func_216;2010-09-16;2099-12-31;cat_2;cat_04;cat_167;cat_2;cat_01;cat_4;cat_3;0.08;1;0.33;0.1799464
810;2012-05-31;2018-04-30;func_216;func_177;func_228;2010-09-16;2099-12-31;cat_2;cat_04;cat_167;cat_2;cat_01;cat_4;cat_4;0.32;0.8;0.42;0.2389935
810;2018-05-31;2019-03-31;func_228;func_216;func_241;2010-09-16;2099-12-31;cat_2;cat_04;cat_167;cat_2;cat_01;cat_4;cat_4;0.36;0.8;0.42;0.2468418
810;2019-04-30;2021-08-31;func_241;func_228;func_096;2010-09-16;2099-12-31;cat_2;cat_04;cat_167;cat_2;cat_01;cat_4;cat_4;0.44;0.8;0.67;0.2941176
810;2021-09-30;2021-12-31;func_096;func_241;none;2010-09-16;2099-12-31;cat_2;cat_04;cat_167;cat_2;cat_01;cat_4;cat_4;0.44;0.8;0.58;0.2941176
811;2016-12-31;2017-07-31;func_026;none;leave;2016-12-05;2017-07-07;cat_7;cat_04;cat_187;cat_2;cat_01;cat_4;cat_2;0.04;1;0.58;0.2610876
811;2017-07-31;2017-07-31;leave;func_026;none;2016-12-05;2017-07-07;cat_7;cat_04;cat_187;cat_2;cat_01;cat_4;cat_2;0.04;1;0.58;0.2610876
812;2001-08-01;2012-01-31;before_data_capture;none;func_162;2003-05-05;2099-12-31;cat_3;cat_05;cat_438;cat_2;cat_01;cat_4;cat_2;0.36;0.75;0.33;0.1566876
812;2012-01-31;2012-11-30;func_162;before_data_capture;func_038;2003-05-05;2099-12-31;cat_3;cat_05;cat_438;cat_2;cat_01;cat_4;cat_2;0.36;0.75;0.33;0.1566876
812;2012-12-31;2016-10-31;func_038;func_162;func_187;2003-05-05;2099-12-31;cat_3;cat_05;cat_438;cat_2;cat_01;cat_4;cat_2;0.52;0.75;0.42;0.1755536
812;2016-11-30;2021-12-31;func_187;func_038;none;2003-05-05;2099-12-31;cat_3;cat_05;cat_438;cat_2;cat_01;cat_4;cat_2;0.72;0.75;0.42;0.2045176
813;2021-11-30;2021-12-31;func_012;none;none;2021-11-16;2099-12-31;cat_7;cat_04;cat_165;cat_1;cat_01;cat_4;cat_4;0;1;0.67;0.3104575
814;2021-09-30;2021-12-31;func_216;none;none;2021-09-16;2099-12-31;cat_2;cat_15;cat_356;cat_2;cat_01;cat_7;cat_5;0;1;0.33;0.2385621
815;2016-08-31;2018-04-30;func_227;none;func_229;2016-08-25;2099-12-31;cat_4;cat_04;cat_206;cat_2;cat_01;cat_3;cat_2;0.08;1;0.33;0.1953516
815;2018-05-31;2021-12-31;func_229;func_227;none;2016-08-25;2099-12-31;cat_4;cat_04;cat_206;cat_2;cat_01;cat_3;cat_5;0.2;1;0.33;0.210166
816;2001-08-16;2012-01-31;before_data_capture;none;func_162;2011-09-01;2014-06-30;cat_3;cat_16;cat_298;cat_2;cat_01;cat_4;cat_2;0.08;1;0.33;0.1656608
816;2012-01-31;2013-05-31;func_162;before_data_capture;func_039;2011-09-01;2014-06-30;cat_3;cat_16;cat_298;cat_2;cat_01;cat_4;cat_2;0.08;1;0.33;0.1656608
816;2013-06-30;2014-06-30;func_039;func_162;leave;2011-09-01;2014-06-30;cat_3;cat_16;cat_298;cat_2;cat_01;cat_4;cat_2;0.12;0.8;0.33;0.1700222
816;2014-06-30;2014-06-30;leave;func_039;none;2011-09-01;2014-06-30;cat_3;cat_16;cat_298;cat_2;cat_01;cat_4;cat_2;0.12;0.8;0.33;0.1700222
817;2021-08-31;2021-12-31;func_210;none;none;2021-08-01;2099-12-31;cat_4;cat_04;cat_083;cat_2;cat_01;cat_1;cat_3;0;1;0.67;0.3202614
818;2001-09-01;2012-01-31;before_data_capture;none;func_189;2001-01-01;2099-12-31;cat_2;cat_04;cat_191;cat_2;cat_01;cat_2;cat_2;0.8;0.8;0.42;0.2353765
818;2012-01-31;2021-12-31;func_189;before_data_capture;none;2001-01-01;2099-12-31;cat_2;cat_04;cat_191;cat_2;cat_01;cat_2;cat_2;0.8;0.8;0.42;0.2353765
819;2013-01-31;2014-02-28;func_041;none;func_210;2013-01-01;2099-12-31;cat_4;cat_18;cat_270;cat_2;cat_01;cat_1;cat_3;0.04;1;0.58;0.2781353
819;2014-03-31;2021-12-31;func_210;func_041;none;2013-01-01;2099-12-31;cat_4;cat_18;cat_277;cat_2;cat_01;cat_1;cat_3;0.32;1;0.67;0.3421889
820;2001-09-11;2012-01-31;before_data_capture;none;func_209;2007-05-02;2099-12-31;cat_1;cat_04;cat_050;cat_1;cat_03;cat_1;cat_2;0.44;1;0.67;0.2582935
820;2012-01-31;2018-04-30;func_209;before_data_capture;func_217;2007-05-02;2099-12-31;cat_1;cat_04;cat_050;cat_1;cat_03;cat_1;cat_2;0.44;1;0.67;0.2582935
820;2018-05-31;2021-12-31;func_217;func_209;none;2007-05-02;2099-12-31;cat_1;cat_04;cat_050;cat_1;cat_03;cat_1;cat_2;0.56;1;0.67;0.2973856
821;2001-09-17;2012-01-31;before_data_capture;none;func_096;2001-01-01;2099-12-31;cat_2;cat_02;cat_136;cat_2;cat_01;cat_4;cat_3;0.8;1;0.58;0.2851993
821;2012-01-31;2021-12-31;func_096;before_data_capture;none;2001-01-01;2099-12-31;cat_2;cat_02;cat_136;cat_2;cat_01;cat_4;cat_3;0.8;1;0.58;0.2851993
822;2019-11-30;2021-12-31;func_025;none;none;2019-11-16;2099-12-31;cat_4;cat_04;cat_208;cat_2;cat_01;cat_4;cat_3;0.08;1;0.67;0.2958556
823;2001-09-17;2012-01-31;before_data_capture;none;func_166;2008-07-01;2099-12-31;cat_3;cat_18;cat_270;cat_2;cat_05;cat_4;cat_2;0.2;1;0.33;0.163015
823;2012-01-31;2013-05-31;func_166;before_data_capture;func_039;2008-07-01;2099-12-31;cat_3;cat_18;cat_270;cat_2;cat_05;cat_4;cat_2;0.2;1;0.33;0.163015
823;2013-06-30;2016-10-31;func_039;func_166;func_187;2008-07-01;2099-12-31;cat_3;cat_18;cat_270;cat_2;cat_05;cat_4;cat_2;0.32;0.8;0.42;0.1752163
823;2016-11-30;2020-02-29;func_187;func_039;func_089;2008-07-01;2099-12-31;cat_3;cat_18;cat_270;cat_2;cat_05;cat_4;cat_2;0.48;1;0.42;0.1963863
823;2020-03-31;2021-12-31;func_089;func_187;none;2008-07-01;2099-12-31;cat_3;cat_18;cat_270;cat_2;cat_05;cat_4;cat_2;0.52;1;0.5;0.2191536
824;2018-02-28;2018-04-30;func_052;none;func_223;2018-01-22;2019-12-31;cat_2;cat_04;cat_182;cat_1;cat_01;cat_1;cat_2;0;1;0.58;0.2352941
824;2018-05-31;2019-12-31;func_223;func_052;func_210;2018-01-22;2019-12-31;cat_2;cat_04;cat_182;cat_1;cat_01;cat_1;cat_2;0.04;1;0.58;0.2430203
824;2020-01-31;2021-12-31;func_210;func_223;none;2020-01-01;2099-12-31;cat_4;cat_04;cat_182;cat_1;cat_01;cat_1;cat_2;0.04;1;0.67;0.2901719
825;2001-09-17;2012-01-31;before_data_capture;none;func_189;2005-03-21;2015-06-30;cat_2;cat_04;cat_175;cat_2;cat_01;cat_4;cat_3;0.28;1;0.42;0.1898856
825;2012-01-31;2012-05-31;func_189;before_data_capture;func_095;2005-03-21;2015-06-30;cat_2;cat_04;cat_175;cat_2;cat_01;cat_4;cat_3;0.28;1;0.42;0.1898856
825;2012-06-30;2015-06-30;func_095;func_189;func_224;2005-03-21;2015-06-30;cat_2;cat_04;cat_175;cat_2;cat_01;cat_4;cat_3;0.4;1;0.58;0.2177739
825;2015-07-31;2020-03-31;func_224;func_095;func_241;2015-07-01;2020-03-31;cat_7;cat_04;cat_175;cat_2;cat_01;cat_4;cat_3;0.2;1;0.58;0.2571706
825;2020-04-30;2020-12-31;func_241;func_224;func_196;2020-04-01;2021-05-31;cat_2;cat_04;cat_175;cat_2;cat_01;cat_4;cat_2;0;1;0.67;0.2745098
825;2021-01-31;2021-05-31;func_196;func_241;func_244;2020-04-01;2021-05-31;cat_2;cat_04;cat_175;cat_2;cat_01;cat_4;cat_2;0.04;1;0.67;0.280166
825;2021-06-30;2021-12-31;func_244;func_196;none;2021-06-01;2099-12-31;cat_7;cat_04;cat_175;cat_2;cat_01;cat_4;cat_2;0;1;0.67;0.280166
826;2001-10-01;2012-01-31;before_data_capture;none;func_025;2009-05-01;2021-11-07;cat_2;cat_04;cat_207;cat_2;cat_01;cat_4;cat_3;0.48;1;0.67;0.346702
826;2012-01-31;2021-11-30;func_025;before_data_capture;leave;2009-05-01;2021-11-07;cat_2;cat_04;cat_207;cat_2;cat_01;cat_4;cat_3;0.48;1;0.67;0.346702
826;2021-11-30;2021-11-30;leave;func_025;none;2009-05-01;2021-11-07;cat_2;cat_04;cat_207;cat_2;cat_01;cat_4;cat_3;0.48;1;0.67;0.346702
827;2001-11-05;2012-01-31;before_data_capture;none;func_222;2008-02-25;2014-01-31;cat_2;cat_04;cat_188;cat_1;cat_01;cat_4;cat_4;0.16;1;0.67;0.2181144
827;2012-01-31;2012-10-31;func_222;before_data_capture;func_243;2008-02-25;2014-01-31;cat_2;cat_04;cat_188;cat_1;cat_01;cat_4;cat_4;0.16;1;0.67;0.2181144
827;2012-11-30;2014-01-31;func_243;func_222;func_101;2008-02-25;2014-01-31;cat_2;cat_04;cat_188;cat_1;cat_01;cat_4;cat_4;0.24;1;0.67;0.2400078
827;2014-02-28;2016-02-29;func_101;func_243;func_212;2014-02-01;2099-12-31;cat_7;cat_04;cat_188;cat_1;cat_01;cat_4;cat_2;0.08;1;0.58;0.2490621
827;2016-03-31;2016-07-31;func_212;func_101;func_244;2014-02-01;2099-12-31;cat_7;cat_04;cat_188;cat_1;cat_01;cat_4;cat_2;0.08;1;0.67;0.2614379
827;2016-08-31;2021-12-31;func_244;func_212;none;2014-02-01;2099-12-31;cat_7;cat_04;cat_188;cat_1;cat_01;cat_4;cat_2;0.28;1;0.67;0.3100255
828;2019-06-30;2020-06-30;func_105;none;func_107;2019-06-01;2020-10-31;cat_4;cat_04;cat_134;cat_2;cat_01;cat_3;cat_5;0.04;0.9;0.42;0.2201294
